reviews.text,reviews.rating,sentiment,cleared_text
I use with blue agave light golden syrup an one lime over ice with gold sauza tequila perfect drink!!!,5.0,positive,use blue agave light golden syrup one lime ice gold sauza tequila perfect drink
I use with blue agave light golden syrup an one lime over ice with gold sauza tequila perfect drink!!!,5.0,positive,use blue agave light golden syrup one lime ice gold sauza tequila perfect drink
"Starborough was a surprise as an alternate to Fume Blanc or Grigio wines. This is a soft and above average tasty white wine. Citrus Aroma, gracious acidity, layered texture is enough to satisfy Chardonnay as an alternate crisp finish and a nice experience.",4.0,positive,starborough surprise alternate fume blanc grigio wine soft average tasty white wine citrus aroma gracious acidity layered texture enough satisfy chardonnay alternate crisp finish nice experience
"No matter how many different whiskey's there is, not a one, so far, has been able to resist my taste for the LOVE 0f JIM BEAM!!",5.0,positive,matter many different whiskey one far able resist taste love f jim beam
"your product is the smoothest going down, and make great gifts",5.0,positive,product smoothest going make great gift
I use Jim Beam to make alot of different kinds of marinades and sauces. I make a honey bourbon marinade for smoking jerky that tastes amazing. Everyone says it's the best jerky they've ever had. Thanks for making the best bourbon on the market Jim Beam!,5.0,positive,use jim beam make alot different kind marinade sauce make honey bourbon marinade smoking jerky taste amazing everyone say best jerky theyve ever thanks making best bourbon market jim beam
Wife and I enjoy it mixed with a Coke or a Monster Black Cherry. Excellent.,5.0,positive,wife enjoy mixed coke monster black cherry excellent
This is my favorite bourbon. I even love its aroma. It has that nice vanilla scent going on. I never get tired of Jim Beam Black.,5.0,positive,favorite bourbon even love aroma nice vanilla scent going never get tired jim beam black
"I'm a single malt Scotch guy. I generally have two fingers neat with a quality cigar about once a week. On a stressful day, I'll have a couple of beers or so after work before the family gets home. The trouble is the beer gut that comes with that trend. I was looking for something similar to my favorite Scotch, which is a little out of my budget to drink daily. Jim Beam Black is an awesome substitute with the rich white oak aroma and flavor. It isn't near as smooth as my favorite Scotch, but the flavor is on point. Thank you Jim Beam for putting this great whiskey out there at an affordable price. You've got a customer for life!",5.0,positive,im single malt scotch guy generally two finger neat quality cigar week stressful day ill couple beer work family get home trouble beer gut come trend looking something similar favorite scotch little budget drink daily jim beam black awesome substitute rich white oak aroma flavor isnt near smooth favorite scotch flavor point thank jim beam putting great whiskey affordable price youve got customer life
Exceptionally good flavor!,5.0,positive,exceptionally good flavor
No matter where I go after years of various bourbon tastings....Jim Beam Black is head and shoulders above the rest no matter what the price tag!,5.0,positive,matter go year various bourbon tastingsjim beam black head shoulder rest matter price tag
I'm personally a wild turkey drinker. But cudos to Jim beam for producing such a classy commercial. Got the right girl to be their spokesperson. Good job. Very classy.,5.0,positive,im personally wild turkey drinker cudos jim beam producing classy commercial got right girl spokesperson good job classy
Seriously You ask what's great about it What isn't great about it,5.0,positive,seriously ask whats great isnt great
No explanation necessary.,5.0,positive,explanation necessary
I first started drinking Jim Bean when i went camping. I didnt want to carry the bear around so i tried jim bean. My first was Red Stag Cherry. Than i tried devils cut when i came home. I have been hooked ever since. I usually mix with coke or dr.pepper.,5.0,positive,first started drinking jim bean went camping didnt want carry bear around tried jim bean first red stag cherry tried devil cut came home hooked ever since usually mix coke drpepper
This is the best bourbon under 50 you can buy. One of the smoothest bourbons I've tasted. I typically drink Woodford Reserve or Eagle Rare until I tried this. I buy a bottle every two weeks now.,5.0,positive,best bourbon buy one smoothest bourbon ive tasted typically drink woodford reserve eagle rare tried buy bottle every two week
This is Beam at it's best very smooth.,5.0,positive,beam best smooth
I tried JB Black for the first time tonight. It is so smooth. We made whiskey sours with it and they were awesome. Thanks Jim Beam for this awesome bourbon!!!,5.0,positive,tried jb black first time tonight smooth made whiskey sour awesome thanks jim beam awesome bourbon
"I have been enjoying JB Black for the past three years. The has all the flavor os a higher proof, bur 86, I can have another without collapsing. Now it has disappeared from even the most extensive liquor stores in my area. What happened The double oaked is OK, but no match for the black. Where can I find it in Sonoma County, California",5.0,positive,enjoying jb black past three year flavor o higher proof bur another without collapsing disappeared even extensive liquor store area happened double oaked ok match black find sonoma county california
"I bought this in early December and it didn't make it to the new year... This one is Awesome, keep up the great work!",5.0,positive,bought early december didnt make new year one awesome keep great work
"Absolutely love, love, love it!!",5.0,positive,absolutely love love love
No explanation necessary.,5.0,positive,explanation necessary
To bad they just raised the price 20. I won't buy it now.,4.0,positive,bad raised price wont buy
One of the best on the shelf for under 20.,5.0,positive,one best shelf
"I purchased this item to make Mimosas and had some left over. The mimosas were delicious. I found the California Champaign tasteless when too cold and just right at a lesser temperature. Of course it is not Dom Perignon but who would make Mimosas with Dom, anyway",5.0,positive,purchased item make mimosa left mimosa delicious found california champaign tasteless cold right lesser temperature course dom perignon would make mimosa dom anyway
